n, x0, x1, s, xa, d, y, c, rx0, rx1, truey at xrecc, taq, tev, trc, realtime
83, 0.362139917695, 0.938271604938, 1e-12, 0.224279835391, [nan], -1.29990927009, 0.845176433361, 0.181069958848, 0.962759741909, -2.50784839156,19.0948119164, 0.000133037567139, 3.67541098595, 13:26:34  19-07-16
84, 0.213991769547, 0.987654320988, 1e-12, 0.00205761316872, [nan], -2.46560188791, 0.99845798026, 0.181069958848, 0.962759741909, -2.5078490903,19.0391561985, 0.00014591217041, 3.07704401016, 13:26:56  19-07-16
85, 0.0740740740741, 0.831275720165, 1e-12, 0.960905349794, [nan], -0.47812855287, 0.486421857354, 0.181069958848, 0.962759741909, -2.50784902848,18.5378110409, 0.0001380443573, 2.77103185654, 13:27:18  19-07-16
86, -0.995884773663, 0.995884773663, 1e-12, 0.997942386831, [nan], -0.0058372682845, 0.47309607623, 0.181069958848, 0.962759741909, -2.50785032213,16.1787009239, 0.000146150588989, 2.5939309597, 13:27:37  19-07-16
87, 0.106995884774, 0.082304526749, 1e-12, 0.335390946502, [nan], 0.315981498256, 0.77759985689, 0.181069958848, 0.962759741909, -2.50784994894,15.600990057, 0.000211000442505, 3.33348894119, 13:27:55  19-07-16
88, -0.115226337449, 0.979423868313, 1e-12, 0.335390946502, [nan], -0.899749817656, 0.77759985689, 0.181069958848, 0.962759741909, -2.507850019,16.3776810169, 0.000164985656738, 2.65676403046, 13:28:14  19-07-16
89, 0.189300411523, 0.954732510288, 1e-12, 0.00205761316872, [nan], -2.49913675088, 0.99845798026, 0.181069958848, 0.962759741909, -2.50784908199,18.5044670105, 0.000153064727783, 2.97588992119, 13:28:36  19-07-16
90, 0.181069958848, 0.938271604938, 1e-12, 0.0144032921811, [nan], -2.45551768818, 0.989255668004, 0.181069958848, 0.962759741909, -2.50784851558,17.6386220455, 0.000148057937622, 3.58892393112, 13:28:57  19-07-16
91, 0.197530864198, 0.921810699588, 1e-12, 0.0390946502058, [nan], -2.35341797106, 0.971104701813, 0.181069958848, 0.962759741909, -2.50785011883,17.7522881031, 0.00019097328186, 2.87251400948, 13:29:18  19-07-16
92, 0.205761316872, 0.913580246914, 1e-12, 0.0514403292181, [nan], -2.29298960228, 0.962154491713, 0.181069958848, 0.962759741909, -2.50785017376,16.7822060585, 0.000134944915771, 3.04234600067, 13:29:38  19-07-16
93, 0.172839506173, 0.921810699588, 1e-12, 0.0390946502058, [nan], -2.36287904582, 0.971104701813, 0.181069958848, 0.962759741909, -2.50784960654,17.0563368797, 0.000133991241455, 2.91444802284, 13:29:58  19-07-16
94, 0.337448559671, 0.880658436214, 1e-12, 0.557613168724, [nan], -0.727489129597, 0.658224068135, 0.181069958848, 0.962759741909, -2.50784906692,17.4539878368, 0.000133037567139, 3.02739906311, 13:30:18  19-07-16
95, 0.930041152263, 0.213991769547, 1e-12, 0.664609053498, [nan], -0.614069014133, 0.607467386414, 0.181069958848, 0.962759741909, -2.50784903962,16.8895280361, 0.00013279914856, 3.00934505463, 13:30:38  19-07-16
96, 0.329218106996, 0.872427983539, 1e-12, 0.997942386831, [nan], -0.393232108186, 0.47309607623, 0.181069958848, 0.962759741909, -2.50785083031,16.9774870872, 0.000133991241455, 3.25300812721, 13:30:58  19-07-16
97, 0.37037037037, 0.847736625514, 1e-12, 0.705761316872, [nan], -0.558047462044, 0.589004775441, 0.181069958848, 0.962759741909, -2.50785001101,16.9744899273, 0.000149011611938, 3.05674695969, 13:31:18  19-07-16
98, 0.213991769547, 0.897119341564, 1e-12, 0.11316872428, [nan], -2.05209880676, 0.91862568798, 0.181069958848, 0.962759741909, -2.5078488619,17.1829938889, 0.000154972076416, 3.20690703392, 13:31:39  19-07-16
99, -0.222222222222, 0.716049382716, 1e-12, 0.668724279835, [nan], -0.384370710164, 0.605595377462, 0.181069958848, 0.962759741909, -2.50784885211,17.715389967, 0.000164031982422, 3.35273504257, 13:32:00  19-07-16
100, -0.148148148148, 0.329218106996, 1e-12, 0.224279835391, [nan], -0.279809673062, 0.845176433361, 0.181069958848, 0.962759741909, -2.5078502038,18.247179985, 0.000153064727783, 3.25275492668, 13:32:21  19-07-16
